Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
56,GTFT: 0.3,2.6329347826086957,0.8784841304347826,0.0,1.0,0.7901613043478259,0.08832282608695659,0.035141956521739126,0.08637391304347829,1.0,0.29976795087363434,1.0,0.3033956127401401
57,Forgiver,2.6280217391304346,0.6258832608695652,66.0,1.0,0.6177065217391305,0.00817673913043477,0.10009521739130434,0.2740215217391303,1.0,0.5849951473581477,0.06439544086815394,0
58,GTFT: 0.33,2.6255652173913053,0.88438,0.0,1.0,0.7921789130434782,0.09220108695652174,0.033359999999999994,0.08226,1.0,0.33023858651882704,1.0,0.3335140901948304
59,"Limited Retaliate 2: 0.08, 15",2.6231413043478264,0.6320330434782608,68.0,1.0,0.6074528260869565,0.024580217391304345,0.10832782608695658,0.2596391304347826,0.9506054003149749,0,0.0791237332409132,0.06962491941367907
60,Inverse Punisher,2.6203695652173913,0.6296430434782608,65.0,1.0,0.6185969565217391,0.011046086956521727,0.09878260869565221,0.271574347826087,1.0,0,0.22556283114786282,0
61,"ZD-GEN-2: 0.125, 0.5, 3",2.618380434782609,0.849271304347826,7.0,1.0,0.7722817391304349,0.07698956521739132,0.03733630434782608,0.11339239130434779,1.0,0.5641106321620296,0.4983877077178477,0.12300272146985411
62,RichardHufford,2.6158478260869567,0.5557702173913044,124.0,1.0,0.4928449999999997,0.06292521739130437,0.17339000000000016,0.2708397826086958,0.8898214935317291,0.48677900744400443,0.8067553267310806,0.057129009220947394
63,Retaliate 3: 0.05,2.6157173913043477,0.6028991304347826,72.0,1.0,0.5959232608695653,0.006975869565217386,0.10762326086956525,0.2894776086956522,1.0,0,0.04331409033711145,0
64,Leyvraz,2.6150434782608696,0.8527326086956522,16.0,1.0,0.7657069565217391,0.08702565217391306,0.0422084782608696,0.1050589130434783,0.9411487279729266,0.43421364007538193,0.8160479401670662,0.4758220684100686
65,Retaliate 2: 0.08,2.6143586956521743,0.6232473913043478,72.0,1.0,0.6139195652173912,0.009327826086956507,0.0988813043478261,0.2778713043478261,1.0,0,0.07174235919836217,0
66,"Limited Retaliate: 0.1, 20",2.6140108695652176,0.6316589130434782,67.0,1.0,0.6098993478260868,0.021759565217391294,0.10392434782608705,0.26441673913043484,0.9800951411463057,0,0.08547952494905292,0.04622570084181061
67,White,2.613913043478261,0.8292067391304347,0.0,1.0,0.7697417391304349,0.059465000000000004,0.03324586956521737,0.13754739130434773,1.0,0.705394030110347,1.0,0
68,GrudgerAlternator,2.6125434782608696,0.7783486956521739,36.0,1.0,0.6349319565217391,0.1434167391304348,0.1212826086956522,0.10036869565217389,0.7799192095871681,0,1.0,1.0
69,Eatherley,2.6123586956521745,0.8721617391304348,0.0,1.0,0.7993932608695652,0.0727684782608696,0.021612391304347823,0.10622586956521743,1.0,0.515270151647187,1.0,0.37528592007881556
